docking_cost_a,docking_cost_b,roundtrip_start,roundtrip_return,passengers,itin_fare,itin_fare_avg,avg_occupancy_rate,occupancy_avg,roundtrip_count,ticket_revenue,baggage_revenue,total_revenue,distance,fomc&dio,roundtrip_start_airport_type,roundtrip_return_airport_type,docking_cost_total,delay_dep,early_arr,maintance,profit
10000,10000,CAE,PHL,110,34922,317.4727273,0.640648536,128.1297071,239,9721967.327,1071805,10793772.33,523,4801.14,large_airport,large_airport,4780000,170475,88650,5043926.14,5749846.187
10000,10000,BOS,SEA,813,195613,240.6063961,0.648406761,129.6813521,432,13479334.32,1960782.044,15440116.36,2496,22913.28,large_airport,large_airport,8640000,697125,383325,9743363.28,5696753.079
10000,10000,EWR,SDF,201,67290,334.7761194,0.646541383,129.3082766,245,10605884.15,1108818.472,11714702.62,642,5893.56,large_airport,large_airport,4900000,1039800,74625,6020318.56,5694384.062
10000,10000,MSP,SFO,1317,290802,220.8063781,0.650809672,130.1619344,564,16209690.11,2569396.585,18779086.69,1589,14587.02,large_airport,large_airport,11280000,1414275,391125,13099987.02,5679099.673
10000,10000,MCI,MIA,130,53298,409.9846154,0.649512987,129.9025974,154,8201742.231,700175,8901917.231,1251,11484.18,large_airport,large_airport,3080000,139050,26400,3256934.18,5644983.051
10000,10000,DFW,DSM,167,50697,303.5748503,0.642979967,128.5959934,269,10501359.04,1210731.278,11712090.32,624,5728.32,large_airport,large_airport,5380000,633375,53175,6072278.32,5639811.998
10000,10000,ORD,SUX,147,51221,348.4421769,0.655958971,131.1917942,206,9416827.401,945892.8365,10362720.24,436,4002.48,large_airport,large_airport,4120000,567450,40650,4732102.48,5630617.758
10000,10000,LGA,MIA,2893,471131,162.8520567,0.649026737,129.8053475,1499,31687462.64,6810237.555,38497700.19,1096,10061.28,large_airport,large_airport,29980000,2163075,719700,32872836.28,5624863.914
10000,10000,CVG,DCA,393,89595,227.9770992,0.652407643,130.4815287,458,13624034.59,2091618.905,15715653.49,411,3772.98,large_airport,large_airport,9160000,811875,119325,10094972.98,5620680.512
10000,10000,FLL,SLC,491,178386,363.311609,0.664490165,132.8980329,181,8739295.068,841909.0385,9581204.106,2084,19131.12,large_airport,large_airport,3620000,228150,94500,3961781.12,5619422.986
10000,10000,CLT,DCA,574,103969,181.130662,0.662139728,132.4279457,760,18229938.72,3522583.355,21752522.07,331,3038.58,large_airport,large_airport,15200000,763275,177225,16143538.58,5608983.492
10000,10000,DTW,SAN,607,215345,354.7693575,0.66510929,133.0218579,183,8636150.47,852005,9488155.47,1956,17956.08,large_airport,large_airport,3660000,82050,126225,3886231.08,5601924.39
5000,10000,KOA,PHX,114,57481,504.2192982,0.672305446,134.4610891,100,6779787.599,470613.8119,7250401.411,2860,26254.8,medium_airport,large_airport,1500000,27150,103050,1656454.8,5593946.611
10000,5000,DEN,KOA,170,98520,579.5294118,0.656516854,131.3033708,89,6772380.706,409010,7181390.706,3329,30560.22,large_airport,medium_airport,1335000,114300,120975,1600835.22,5580555.486
10000,10000,HNL,PDX,646,223976,346.7120743,0.642658537,128.5317073,205,9135516.446,922215,10057731.45,2603,23895.54,large_airport,large_airport,4100000,292275,95400,4511570.54,5546160.906
10000,10000,DFW,GSP,152,59256,389.8421053,0.646316916,129.2633832,169,8516300.297,764592.9118,9280893.209,862,7913.16,large_airport,large_airport,3380000,329100,21750,3738763.16,5542130.049
10000,10000,BNA,CLT,579,102399,176.8549223,0.643089373,128.6178746,912,20744994.24,4105482.557,24850476.8,328,3011.04,large_airport,large_airport,18240000,915900,172350,19331261.04,5519215.76
10000,10000,DEN,LGA,1766,318987,180.6268403,0.656043445,131.208689,926,21946024.9,4252473.609,26198498.51,1620,14871.6,large_airport,large_airport,18520000,1597275,554025,20686171.6,5512326.91
10000,10000,IAH,MSY,505,90339,178.8891089,0.651070213,130.2140425,794,18495335.98,3618648.241,22113984.22,305,2799.9,large_airport,large_airport,15880000,651225,80100,16614124.9,5499859.322
10000,10000,MIA,SDF,155,54287,350.2387097,0.662277778,132.4555556,180,8350391.316,834470,9184861.316,910,8353.8,large_airport,large_airport,3600000,60225,21825,3690403.8,5494457.516
10000,10000,EWR,ROC,139,39106,281.3381295,0.643792345,128.7584689,322,11664342.71,1451107.945,13115450.66,246,2258.28,large_airport,large_airport,6440000,1083300,96900,7622458.28,5492992.376
10000,5000,EWR,GRR,103,40966,397.7281553,0.640419768,128.0839537,155,7896102.167,694855.4487,8590957.616,605,5553.9,large_airport,medium_airport,2325000,766125,28050,3124728.9,5466228.716
10000,10000,DFW,MEM,390,77113,197.725641,0.664123733,132.8247465,608,15967817.76,2826510.607,18794328.37,431,3956.58,large_airport,large_airport,12160000,1090875,96900,13351731.58,5442596.785
10000,5000,ATL,MLB,132,26094,197.6818182,0.648156499,129.6312997,377,9660908.136,1710485,11371393.14,442,4057.56,large_airport,medium_airport,5655000,238800,41475,5939332.56,5432060.576
10000,10000,BNA,LAX,1082,227737,210.4778189,0.647755315,129.5510631,517,14097362.22,2344226.486,16441588.71,1797,16496.46,large_airport,large_airport,10340000,431475,222075,11010046.46,5431542.249
5000,10000,BZN,SEA,192,49365,257.109375,0.646634981,129.3269962,263,8745061.172,1190455,9935516.172,543,4984.74,medium_airport,large_airport,3945000,532275,30975,4513234.74,5422281.432
10000,10000,CHS,DFW,146,58454,400.369863,0.619618679,123.9237358,170,8434605.952,737346.2281,9171952.18,987,9060.66,large_airport,large_airport,3400000,324375,21075,3754510.66,5417441.52
5000,10000,PSP,SLC,161,38556,239.4782609,0.64297619,128.5952381,294,9053954.609,1323245,10377199.61,541,4966.38,medium_airport,large_airport,4410000,446250,105525,4966741.38,5410458.229
10000,10000,DEN,FLL,1136,230603,202.9955986,0.651222696,130.2445392,552,14594365.64,2516324.496,17110690.14,1703,15633.54,large_airport,large_airport,11040000,469875,181125,11706633.54,5404056.596
10000,10000,DCA,IND,417,92272,221.2757794,0.642221768,128.4443535,468,13301320.23,2103918.511,15405238.74,500,4590,large_airport,large_airport,9360000,549375,103050,10017015,5388223.745
10000,10000,IAH,RSW,206,57035,276.868932,0.659823176,131.9646353,267,9755354.339,1233209.517,10988563.86,861,7903.98,large_airport,large_airport,5340000,171375,81225,5600503.98,5388059.876
10000,10000,EWR,SAT,365,138375,379.109589,0.657340971,131.4681943,170,8472945.026,782235.7558,9255180.782,1569,14403.42,large_airport,large_airport,3400000,397125,58275,3869803.42,5385377.362
10000,10000,DCA,RSW,509,127025,249.5579568,0.652815934,130.5631868,364,11860241.9,1663375,13523616.9,892,8188.56,large_airport,large_airport,7280000,711075,144825,8144088.56,5379528.336
10000,10000,CHS,MIA,164,46375,282.7743902,0.672504349,134.5008699,244,9280149.956,1148637.429,10428787.39,489,4489.02,large_airport,large_airport,4880000,140850,26775,5052114.02,5376673.365
5000,10000,EGE,EWR,170,104938,617.2823529,0.631761364,126.3522727,88,6863562.482,389165,7252727.482,1725,15835.5,medium_airport,large_airport,1320000,516225,30000,1882060.5,5370666.982
10000,10000,IAD,JAX,120,33758,281.3166667,0.662310606,132.4621212,264,9837643.833,1223950,11061593.83,630,5783.4,large_airport,large_airport,5280000,402900,15900,5704583.4,5357010.433
10000,5000,ATL,ELP,137,44229,322.8394161,0.647541436,129.5082873,181,7567678.752,820435,8388113.752,1282,11768.76,large_airport,medium_airport,2715000,217500,96900,3041168.76,5346944.992
10000,10000,MSN,SFO,139,85265,613.4172662,0.651093023,130.2186047,86,6869537.281,391958,7261495.281,1772,16266.96,large_airport,large_airport,1720000,122250,57375,1915891.96,5345603.321
10000,10000,DFW,RNO,144,54161,376.1180556,0.654371257,130.8742515,167,8220436.222,764960,8985396.222,1345,12347.1,large_airport,large_airport,3340000,279300,27150,3658797.1,5326599.122
10000,10000,MCI,SFO,277,88574,319.7617329,0.641448567,128.2897135,238,9763269.579,1068653.313,10831922.89,1499,13760.82,large_airport,large_airport,4760000,618375,136425,5528560.82,5303362.072
10000,10000,HNL,JFK,262,164324,627.1908397,0.61625,123.25,92,7111716.931,396865,7508581.931,4983,45743.94,large_airport,large_airport,1840000,249825,74325,2209893.94,5298687.991
10000,10000,DFW,STL,406,77814,191.6600985,0.652497018,130.4994036,680,17007839.41,3105885.805,20113725.22,550,5049,large_airport,large_airport,13600000,1127175,92625,14824849,5288876.218
10000,10000,IND,SFO,199,100331,504.1758794,0.654862385,130.9724771,109,7197614.854,499660,7697274.854,1943,17836.74,large_airport,large_airport,2180000,170025,45375,2413236.74,5284038.114
10000,10000,BOS,IAH,610,165969,272.0803279,0.656389132,131.2778263,286,10215380.61,1314091.042,11529471.65,1597,14660.46,large_airport,large_airport,5720000,408300,107250,6250210.46,5279261.195
10000,10000,JFK,PDX,417,127840,306.5707434,0.642860082,128.5720165,243,9578189.736,1093505,10671694.74,2454,22527.72,large_airport,large_airport,4860000,268575,245775,5396877.72,5274817.016
10000,10000,PHL,SAN,469,203752,434.4392324,0.654429599,130.8859198,139,7903815.018,636760,8540575.018,2370,21756.6,large_airport,large_airport,2780000,363675,111375,3276806.6,5263768.418
10000,10000,SJC,SLC,565,113058,200.1026549,0.657684235,131.5368471,567,14923934.6,2610348.73,17534283.33,584,5361.12,large_airport,large_airport,11340000,869175,86925,12301461.12,5232822.212
10000,5000,DEN,FAR,114,26625,233.5526316,0.652570121,130.5140241,326,9937097.376,1489165.015,11426262.39,627,5755.86,large_airport,medium_airport,4890000,1258200,53475,6207430.86,5218831.532
10000,10000,BNA,MIA,302,83601,276.8245033,0.651857904,130.3715808,268,9672132.888,1222885.428,10895018.32,806,7399.08,large_airport,large_airport,5360000,294675,24225,5686299.08,5208719.235
10000,10000,GSO,LGA,337,71912,213.388724,0.656245548,131.2491096,519,14535674.54,2384140.077,16919814.62,461,4231.98,large_airport,large_airport,10380000,1065225,261975,11711431.98,5208382.637
10000,10000,DEN,RIC,220,77395,351.7954545,0.65868291,131.7365819,176,8156602.206,811497.3446,8968099.551,1482,13604.76,large_airport,large_airport,3520000,145725,101625,3780954.76,5187144.791
10000,10000,BOS,MIA,1124,223214,198.588968,0.649465048,129.8930096,587,15141852.09,2668651.881,17810503.97,1258,11548.44,large_airport,large_airport,11740000,652200,230550,12634298.44,5176205.527
10000,10000,ORD,SJC,279,97593,349.7956989,0.637868608,127.5737215,191,8523325.164,852830.3283,9376155.492,1829,16790.22,large_airport,large_airport,3820000,305100,60075,4201965.22,5174190.272
10000,10000,SEA,SLC,1299,222263,171.1031563,0.649134964,129.8269927,973,21614035.4,4421258.238,26035293.64,689,6325.02,large_airport,large_airport,19460000,1117275,288750,20872350.02,5162943.623
10000,10000,BOS,SAN,935,269501,288.2363636,0.659441205,131.888241,249,9465731.758,1149406.02,10615137.78,2588,23757.84,large_airport,large_airport,4980000,268575,200700,5473032.84,5142104.938
5000,10000,BUR,PDX,525,108646,206.9447619,0.642884068,128.5768136,340,9046821.345,1530064.082,10576885.43,817,7500.06,medium_airport,large_airport,5100000,236700,93975,5438175.06,5138710.367
10000,10000,ATL,DAB,134,29556,220.5671642,0.653928571,130.7857143,406,11711895.85,1858465,13570360.85,366,3359.88,large_airport,large_airport,8120000,283425,30675,8437459.88,5132900.971
10000,10000,ORD,SMF,252,92622,367.547619,0.65933908,131.8678161,174,8433380.119,803075,9236455.119,1781,16349.58,large_airport,large_airport,3480000,575775,45225,4117349.58,5119105.539
10000,10000,AUS,DTW,482,129748,269.186722,0.656105034,131.2210069,282,9961072.662,1295151.338,11256224,1149,10547.82,large_airport,large_airport,5640000,190950,318675,6160172.82,5096051.18
10000,5000,EWR,JAC,161,97448,605.2670807,0.624774793,124.9549586,86,6504276.578,376114.4253,6880391.003,1874,17203.32,large_airport,medium_airport,1290000,408375,72075,1787653.32,5092737.683
10000,10000,BOS,CMH,308,84255,273.5551948,0.648680989,129.7361978,282,10008183.06,1280496.272,11288679.33,640,5875.2,large_airport,large_airport,5640000,433125,119625,6198625.2,5090054.134
10000,10000,SLC,TUS,155,46830,302.1290323,0.6390625,127.8125,240,9267808.065,1073625,10341433.06,601,5517.18,large_airport,large_airport,4800000,347175,99750,5252442.18,5088990.885
10000,10000,MCI,SLC,294,83522,284.0884354,0.655445344,131.0890688,247,9198499.449,1133265,10331764.45,920,8445.6,large_airport,large_airport,4940000,219825,79050,5247320.6,5084443.849
10000,5000,LAX,XNA,123,63544,516.6178862,0.663258427,132.6516854,89,6099190.764,413210,6512400.764,1371,12585.78,large_airport,medium_airport,1335000,11925,72000,1431510.78,5080889.984
10000,5000,PHX,SBA,132,27188,205.969697,0.644113253,128.8226506,347,9207146.123,1564551.092,10771697.21,455,4176.9,large_airport,medium_airport,5205000,456150,33975,5699301.9,5072395.315
10000,10000,DFW,PIT,422,114504,271.3364929,0.639404762,127.8809524,294,10201438.12,1315895,11517333.12,1067,9795.06,large_airport,large_airport,5880000,488325,68400,6446520.06,5070813.063
10000,10000,BWI,PHX,664,158774,239.1174699,0.649741797,129.9483594,355,11030887.63,1614608.365,12645496,1999,18350.82,large_airport,large_airport,7100000,302550,157875,7578775.82,5066720.179
10000,10000,DEN,MIA,843,184874,219.3048636,0.656861233,131.3722467,454,13079999.98,2087505,15167504.98,1709,15688.62,large_airport,large_airport,9080000,914325,94575,10104588.62,5062916.359
10000,10000,CVG,LGA,547,114356,209.0603291,0.643578038,128.7156077,592,15930321.76,2666987.391,18597309.15,585,5370.3,large_airport,large_airport,11840000,1386075,308025,13539470.3,5057838.847
10000,10000,MCO,PHX,970,220166,226.9752577,0.651807294,130.3614588,393,11628408.5,1793121.865,13421530.37,1849,16973.82,large_airport,large_airport,7860000,409650,85275,8371898.82,5049631.547
10000,10000,CMH,LAX,508,159752,314.4724409,0.648963027,129.7926054,216,8816298.646,981232.0968,9797530.743,1995,18314.1,large_airport,large_airport,4320000,256875,155100,4750289.1,5047241.643
10000,10000,MSP,SLC,743,156860,211.1170929,0.650773271,130.1546541,465,12777210.57,2118266.996,14895477.57,991,9097.38,large_airport,large_airport,9300000,391725,150450,9851272.38,5044205.189
10000,10000,DCA,MEM,338,88111,260.683432,0.64979917,129.9598339,295,9994120.779,1341835.285,11335956.06,762,6995.16,large_airport,large_airport,5900000,281100,111450,6299545.16,5036410.904
10000,10000,SAT,SLC,353,104606,296.3342776,0.659369565,131.873913,230,8988114.975,1061585,10049699.97,1087,9978.66,large_airport,large_airport,4600000,302025,107100,5019103.66,5030596.315
10000,10000,IND,JFK,104,33383,320.9903846,0.650826415,130.1652831,206,8607051.68,938491.6908,9545543.371,665,6104.7,large_airport,large_airport,4120000,315750,80550,4522404.7,5023138.671
10000,10000,MIA,SEA,250,132718,530.872,0.679086022,135.8172043,93,6705444.232,442085,7147529.232,2724,25006.32,large_airport,large_airport,1860000,205950,52350,2143306.32,5004222.912
10000,10000,ANC,PDX,272,90933,334.3125,0.6475,129.5,186,8052585.188,843045,8895630.188,1542,14155.56,large_airport,large_airport,3720000,88950,73875,3896980.56,4998649.627
10000,10000,ATL,CLE,810,139352,172.0395062,0.654604317,130.9208633,834,18784649.6,3821580,22606229.6,554,5085.72,large_airport,large_airport,16680000,699675,225525,17610285.72,4995943.88
5000,10000,MRY,PHX,120,28650,238.75,0.647050462,129.4100923,261,8064028.139,1182161.193,9246189.332,598,5489.64,medium_airport,large_airport,3915000,308625,25050,4254164.64,4992024.692
10000,5000,DEN,PSP,402,73859,183.7288557,0.647700888,129.5401776,435,10353116.84,1972249.205,12325366.05,776,7123.68,large_airport,medium_airport,6525000,735825,84450,7352398.68,4972967.369
10000,10000,EWR,GSP,106,32449,306.1226415,0.654077913,130.8155825,242,9691038.024,1108007.984,10799046.01,594,5452.92,large_airport,large_airport,4840000,893325,94950,5833727.92,4965318.088
10000,10000,PDX,SLC,673,125530,186.5230312,0.644145768,128.8291536,638,15330887.5,2876755,18207642.5,630,5783.4,large_airport,large_airport,12760000,300675,195000,13261458.4,4946184.104
10000,10000,BDL,IAH,121,71878,594.0330579,0.653597561,130.7195122,82,6367440.347,375165,6742605.347,1507,13834.26,large_airport,large_airport,1640000,102525,43950,1800309.26,4942296.087
5000,10000,HOB,IAH,230,76327,331.8565217,0.634308881,126.8617761,163,6862284.967,723746.4329,7586031.4,501,4599.18,medium_airport,large_airport,2445000,166275,37725,2653599.18,4932432.22
10000,10000,ATL,ROC,191,57087,298.8848168,0.6349,126.98,250,9488098.508,1111075,10599173.51,749,6875.82,large_airport,large_airport,5000000,600525,68325,5675725.82,4923447.688
10000,10000,BNA,SEA,361,128714,356.5484765,0.651647399,130.3294798,173,8039098.499,789145,8828243.499,1978,18158.04,large_airport,large_airport,3460000,285750,156525,3920433.04,4907810.459
10000,10000,DCA,MSY,841,164158,195.1938169,0.659594971,131.9189941,528,13595879.61,2437863.011,16033742.62,969,8895.42,large_airport,large_airport,10560000,429450,143925,11142270.42,4891472.197
10000,10000,CMH,DEN,394,100611,255.357868,0.655375545,131.0751089,307,10275615.53,1408402.045,11684017.58,1154,10593.72,large_airport,large_airport,6140000,571575,110550,6832718.72,4851298.858
5000,10000,BUR,SLC,372,75514,202.9946237,0.639867338,127.9734675,344,8936406.503,1540800.549,10477207.05,574,5269.32,medium_airport,large_airport,5160000,391350,87075,5643694.32,4833512.732
10000,10000,OMA,SLC,114,41504,364.0701754,0.640778443,128.1556886,167,7791829.895,749070,8540899.895,840,7711.2,large_airport,large_airport,3340000,311925,58950,3718586.2,4822313.695
10000,10000,BOI,DEN,326,65071,199.6042945,0.65504817,131.0096339,519,13571894.4,2379790,15951684.4,649,5957.82,large_airport,large_airport,10380000,633750,119625,11139332.82,4812351.579
5000,10000,GRR,IAH,111,47530,428.1981982,0.621071779,124.2143557,119,6329415.235,517352.7917,6846768.027,1042,9565.56,medium_airport,large_airport,1785000,192600,58500,2045665.56,4801102.467
10000,10000,DCA,SEA,446,151327,339.2982063,0.65457771,130.915542,178,7906654.728,815603.8268,8722258.555,2329,21380.22,large_airport,large_airport,3560000,152250,191100,3924730.22,4797528.335
10000,10000,EWR,MSY,926,201280,217.3650108,0.651848739,130.3697479,476,13488803.11,2171960,15660763.11,1167,10713.06,large_airport,large_airport,9520000,1157325,178425,10866463.06,4794300.05
10000,10000,BWI,SAN,566,151663,267.9558304,0.654737791,130.9475583,265,9298362.854,1214538.603,10512901.46,2295,21068.1,large_airport,large_airport,5300000,280575,117075,5718718.1,4794183.357
10000,10000,BHM,PHL,143,48084,336.2517483,0.648317622,129.6635244,177,7717126.858,803265.5337,8520392.391,772,7086.96,large_airport,large_airport,3540000,111375,73575,3732036.96,4788355.431
10000,10000,EWR,OMA,138,49128,356,0.646154727,129.2309453,168,7729044.379,759877.9586,8488922.337,1134,10410.12,large_airport,large_airport,3360000,256950,77700,3705060.12,4783862.217
10000,10000,DCA,PWM,209,46857,224.1961722,0.649448622,129.8897243,399,11619190.82,1813910,13433100.82,482,4424.76,large_airport,large_airport,7980000,597150,76950,8658524.76,4774576.063
10000,10000,BHM,MIA,118,38935,329.9576271,0.66565724,133.1314479,176,7731281.65,820089.7191,8551371.369,661,6067.98,large_airport,large_airport,3520000,247800,8925,3782792.98,4768578.389
5000,10000,BZN,DEN,284,52576,185.1267606,0.652462007,130.4924013,421,10170364.56,1922805.533,12093170.09,524,4810.32,medium_airport,large_airport,6315000,885225,127425,7332460.32,4760709.772
10000,10000,DCA,SDF,184,51619,280.5380435,0.648509615,129.7019231,247,8987421.963,1121273.125,10108695.09,474,4351.32,large_airport,large_airport,4940000,338325,69375,5352051.32,4756643.768
10000,10000,BUF,EWR,129,31024,240.496124,0.648372893,129.6745786,414,12911100.68,1878984.644,14790085.33,282,2588.76,large_airport,large_airport,8280000,1640475,120075,10043138.76,4746946.567
10000,10000,IND,PHX,665,155514,233.8556391,0.660145103,132.0290206,335,10343369.88,1548040.266,11891410.15,1488,13659.84,large_airport,large_airport,6700000,308475,145200,7167334.84,4724075.307
10000,5000,LAX,RDM,107,28010,261.7757009,0.637744926,127.5489853,227,7579354.081,1013376.688,8592730.769,726,6664.68,large_airport,medium_airport,3405000,402525,65850,3880039.68,4712691.089
10000,10000,PHL,RIC,110,22324,202.9454545,0.645289874,129.0579749,502,13148248.14,2267548.618,15415796.76,198,1817.64,large_airport,large_airport,10040000,483450,177900,10703167.64,4712629.122
10000,10000,PHL,SEA,401,146872,366.2643392,0.640948506,128.1897013,159,7465259.279,713375.6875,8178634.966,2378,21830.04,large_airport,large_airport,3180000,127425,141225,3470480.04,4708154.926
10000,10000,CMH,PHX,513,136813,266.6920078,0.645997489,129.1994978,263,9062052.525,1189281.377,10251333.9,1670,15330.6,large_airport,large_airport,5260000,190350,77550,5543230.6,4708103.302
10000,10000,BWI,SLC,413,157399,381.1113801,0.638906424,127.7812847,146,7110039.659,652962.3649,7763002.024,1865,17120.7,large_airport,large_airport,2920000,71850,53550,3062520.7,4700481.324
5000,10000,BUR,DEN,317,66493,209.7570978,0.638982658,127.7965316,330,8846055.759,1476049.94,10322105.7,850,7803,medium_airport,large_airport,4950000,564150,100275,5622228,4699877.699
10000,10000,DEN,IAD,1280,241945,189.0195313,0.644934022,128.9868044,617,15043092.61,2785470.04,17828562.65,1452,13329.36,large_airport,large_airport,12340000,556125,220575,13130029.36,4698533.289
10000,10000,AUS,BOS,601,183211,304.843594,0.638117714,127.6235428,229,8909295.259,1022902.696,9932197.955,1698,15587.64,large_airport,large_airport,4580000,488175,153750,5237512.64,4694685.315
10000,10000,ATL,DAY,227,53769,236.8678414,0.64080597,128.161194,335,10169683.9,1502690,11672373.9,432,3965.76,large_airport,large_airport,6700000,179100,95325,6978390.76,4693983.143
10000,10000,DSM,PHL,107,36502,341.1401869,0.645109038,129.0218077,173,7614512.58,781227.0455,8395739.626,972,8922.96,large_airport,large_airport,3460000,184050,64500,3717472.96,4678266.666
10000,10000,DEN,PHL,1132,216825,191.5415194,0.658098884,131.6197767,561,14143175.78,2584354.316,16727530.1,1558,14302.44,large_airport,large_airport,11220000,549675,285150,12069127.44,4658402.659
10000,10000,EWR,RDU,844,153424,181.7819905,0.647836063,129.5672127,939,22116253.69,4258226.444,26374480.13,416,3818.88,large_airport,large_airport,18780000,2676375,281175,21741368.88,4633111.255
10000,10000,ORD,TUS,265,75220,283.8490566,0.644126984,128.8253968,252,9214875.774,1136240,10351115.77,1437,13191.66,large_airport,large_airport,5040000,597750,82200,5733141.66,4617974.114
10000,10000,ATL,RIC,655,103247,157.6290076,0.654577934,130.9155868,1029,21234540.76,4714924.859,25949465.62,481,4415.58,large_airport,large_airport,20580000,508875,260175,21353465.58,4596000.04
10000,10000,AUS,LAX,1443,241731,167.5197505,0.644528252,128.9056504,946,20428153.31,4268066.086,24696219.4,1242,11401.56,large_airport,large_airport,18920000,866400,312825,20110626.56,4585592.836
5000,10000,BTV,DCA,148,33921,229.1959459,0.64842,129.684,250,7430761.764,1134735,8565496.764,437,4011.66,medium_airport,large_airport,3750000,186075,59325,3999411.66,4566085.104
10000,10000,ATL,BUF,322,73059,226.8913043,0.66039625,132.07925,364,10908218.52,1682689.645,12590908.17,712,6536.16,large_airport,large_airport,7280000,624225,155325,8066086.16,4524822.008
10000,10000,DEN,SJC,947,176580,186.4625132,0.647884504,129.5769007,620,14979965.43,2811818.746,17791784.18,948,8702.64,large_airport,large_airport,12400000,677475,183225,13269402.64,4522381.536
10000,10000,IAD,SAV,108,29139,269.8055556,0.650642138,130.1284276,255,8952890.038,1161396.216,10114286.25,515,4727.7,large_airport,large_airport,5100000,476400,25425,5606552.7,4507733.554
10000,10000,MIA,TLH,170,39890,234.6470588,0.63118214,126.2364281,339,10041521.23,1497795.219,11539316.45,402,3690.36,large_airport,large_airport,6780000,243825,15525,7043040.36,4496276.086
10000,10000,DCA,PIT,161,39160,243.2298137,0.645726023,129.1452046,313,9831944.749,1414785.717,11246730.47,204,1872.72,large_airport,large_airport,6260000,407925,96600,6766397.72,4480332.746
10000,10000,ATL,AUS,927,153125,165.1833873,0.648952416,129.7904832,833,17858879.96,3784041.537,21642921.5,813,7463.34,large_airport,large_airport,16660000,417150,104400,17189013.34,4453908.159
10000,10000,LGA,MKE,478,97807,204.6171548,0.661510721,132.3021442,513,13887570.91,2375485,16263055.91,738,6774.84,large_airport,large_airport,10260000,1319925,223125,11809824.84,4453231.074
10000,10000,HOU,STL,248,58413,235.5362903,0.65303177,130.6063541,324,9967061.705,1481076.055,11448137.76,687,6306.66,large_airport,large_airport,6480000,461100,55200,7002606.66,4445531.101
10000,10000,DTW,PDX,228,120505,528.5307018,0.635674157,127.1348315,89,5980324.89,396025,6376349.89,1953,17928.54,large_airport,large_airport,1780000,33600,104775,1936303.54,4440046.35
10000,10000,DEN,MEM,302,69459,229.9966887,0.653105062,130.6210123,355,10665052.11,1622966.078,12288018.19,872,8004.96,large_airport,large_airport,7100000,637650,111075,7856729.96,4431288.232
10000,10000,ATL,SAT,620,107756,173.8,0.647203311,129.4406623,733,16490144.94,3320800.19,19810945.13,874,8023.32,large_airport,large_airport,14660000,557625,156825,15382473.32,4428471.815
10000,10000,HNL,MSP,462,275376,596.0519481,0.660405405,132.0810811,74,5825811.74,342090,6167901.74,3972,36462.96,large_airport,large_airport,1480000,111300,112575,1740337.96,4427563.78
10000,10000,MIA,ORF,207,54933,265.3768116,0.647235772,129.4471545,246,8450659.188,1114540,9565199.188,802,7362.36,large_airport,large_airport,4920000,115800,97500,5140662.36,4424536.828
10000,10000,AUS,SJC,692,154274,222.9393064,0.643024451,128.6048901,367,10522288.2,1651929.814,12174218.01,1476,13549.68,large_airport,large_airport,7340000,309825,97125,7760499.68,4413718.329
10000,10000,CHS,PHL,321,82372,256.6105919,0.651935866,130.3871733,262,8766187.183,1195650.379,9961837.562,550,5049,large_airport,large_airport,5240000,230325,76275,5551649,4410188.562
10000,5000,DEN,GRR,269,63840,237.3234201,0.648043155,129.608631,239,7351440.096,1084176.198,8435616.294,1015,9317.7,large_airport,medium_airport,3585000,366900,75825,4037042.7,4398573.594
5000,10000,RDM,SEA,170,25557,150.3352941,0.646349214,129.2698429,637,12379343.25,2882071.147,15261414.39,228,2093.04,medium_airport,large_airport,9555000,1262025,53625,10872743.04,4388671.353
10000,10000,BWI,STL,213,52534,246.6384977,0.661054334,132.2108669,271,8836846.477,1254020.072,10090866.55,738,6774.84,large_airport,large_airport,5420000,231000,50250,5708024.84,4382841.71
10000,10000,PDX,SEA,785,111036,141.4471338,0.650032743,130.0065487,2376,43692391.54,10811344.59,54503736.13,129,1184.22,large_airport,large_airport,47520000,2402775,197475,50121434.22,4382301.908
10000,10000,MIA,ORD,2035,338914,166.5425061,0.647300653,129.4601306,1082,23328585,4902655.147,28231240.14,1197,10988.46,large_airport,large_airport,21640000,1977600,221475,23850063.46,4381176.685
10000,10000,IND,RDU,168,65121,387.625,0.655115385,131.0230769,130,6602416.625,596155,7198571.625,489,4489.02,large_airport,large_airport,2600000,204975,10575,2820039.02,4378532.605
10000,5000,ATL,BQK,123,28298,230.0650407,0.647821111,129.5642223,247,7362624.922,1120082.702,8482707.624,238,2184.84,large_airport,medium_airport,3705000,346500,52575,4106259.84,4376447.784
10000,5000,SFO,XNA,128,66046,515.984375,0.653452903,130.6905805,83,5597046.692,379656.1364,5976702.829,1550,14229,large_airport,medium_airport,1245000,290550,61275,1611054,4365648.829
10000,10000,BHM,DEN,225,70859,314.9288889,0.6429,128.58,200,8098711.307,900060,8998771.307,1083,9941.94,large_airport,large_airport,4000000,524700,109575,4644216.94,4354554.367
10000,10000,PHX,RNO,512,96935,189.3261719,0.651091945,130.218389,525,12943218.27,2392762.897,15335981.17,601,5517.18,large_airport,large_airport,10500000,415350,78300,10999167.18,4336813.99
